X,Y,ruta,parada,label,itinerario,objectid,linea
-8415761.80154461,691830.817392882,C3-003RV,Cll. 9 Sur con Cra 79A,Cll. 9 Sur con Cra 79A,C3-003RV Belén - Rodeo Verde - Belén,486,C3-003RV Belén - Rodeo Verde
-8415851.53217388,691859.199108705,C3-003RV,Cra 79C con Cll 9 Sur,Cra 79C con Cll 9 Sur,C3-003RV Belén - Rodeo Verde - Belén,487,C3-003RV Belén - Rodeo Verde
-8415948.77577544,691962.136769675,C3-003RV,Cra 79C con Cll 6sur,Cra 79C con Cll 6sur,C3-003RV Belén - Rodeo Verde - Belén,488,C3-003RV Belén - Rodeo Verde
-8415911.3907436,692071.941563893,C3-003RV,Calle 6 sur # 79-158,Calle 6 sur # 79-158,C3-003RV Belén - Rodeo Verde - Belén,489,C3-003RV Belén - Rodeo Verde
-8415745.44423389,692104.335505679,C3-003RV,Cra. 79 con Cll 4A Sur.,Cra. 79 con Cll 4A Sur.,C3-003RV Belén - Rodeo Verde - Belén,490,C3-003RV Belén - Rodeo Verde
-8415792.29168944,692324.857055027,C3-003RV,Cra 79 con Cll 4A Sur,Cra 79 con Cll 4A Sur,C3-003RV Belén - Rodeo Verde - Belén,491,C3-003RV Belén - Rodeo Verde
-8415897.09967544,692522.28331168,C3-003RV,Cra. 79 con Cll. 2A Sur,Cra. 79 con Cll. 2A Sur,C3-003RV Belén - Rodeo Verde - Belén,492,C3-003RV Belén - Rodeo Verde
-8415914.27568823,692690.117492549,C3-003RV,Cra. 79 con Cll. 1 Sur,Cra. 79 con Cll. 1 Sur,C3-003RV Belén - Rodeo Verde - Belén,493,C3-003RV Belén - Rodeo Verde
-8415817.89525236,692731.735831711,C3-003RV,Calle 1Sur con Cra 77A,Calle 1Sur con Cra 77A,C3-003RV Belén - Rodeo Verde - Belén,494,C3-003RV Belén - Rodeo Verde
-8415724.75899478,692742.59339238,C3-003RV,Calle 1Sur con Cra 76A,Calle 1Sur con Cra 76A,C3-003RV Belén - Rodeo Verde - Belén,495,C3-003RV Belén - Rodeo Verde
-8415509.58110384,692795.962838277,C3-003RV,Dg 75CC con Cll 1,Dg 75CC con Cll 1,C3-003RV Belén - Rodeo Verde - Belén,496,C3-003RV Belén - Rodeo Verde
-8415577.73285065,693018.927492999,C3-003RV,Diagonal 75CC con calle 2B,Diagonal 75CC con calle 2B,C3-003RV Belén - Rodeo Verde - Belén,497,C3-003RV Belén - Rodeo Verde
-8415565.63277164,693209.598661363,C3-003RV,Dg 75D con Cll 4,Dg 75D con Cll 4,C3-003RV Belén - Rodeo Verde - Belén,498,C3-003RV Belén - Rodeo Verde
-8415512.75166266,693397.401388444,C3-003RV,Dg 75 B con Calle 9,Dg 75 B con Calle 9,C3-003RV Belén - Rodeo Verde - Belén,499,C3-003RV Belén - Rodeo Verde
-8415598.80004626,693564.181648131,C3-003RV,Dg 75 B con Cll 8,Dg 75 B con Cll 8,C3-003RV Belén - Rodeo Verde - Belén,500,C3-003RV Belén - Rodeo Verde
-8415630.8039801,693695.894471537,C3-003RV,Cra. 76 con Cll 9AA,Cra. 76 con Cll 9AA,C3-003RV Belén - Rodeo Verde - Belén,501,C3-003RV Belén - Rodeo Verde
-8415561.51911955,693890.33437144,C3-003RV,Cra. 76 con Cll. 12,Cra. 76 con Cll. 12,C3-003RV Belén - Rodeo Verde - Belén,502,C3-003RV Belén - Rodeo Verde
-8415477.23889577,694164.15250615,C3-003RV,Cra. 76 con Cll. 18A,Cra. 76 con Cll. 18A,C3-003RV Belén - Rodeo Verde - Belén,503,C3-003RV Belén - Rodeo Verde
-8415428.29620221,694361.732063964,C3-003RV,Cra. 76 con Cll 21,Cra. 76 con Cll 21,C3-003RV Belén - Rodeo Verde - Belén,504,C3-003RV Belén - Rodeo Verde
-8415338.84315587,694721.696955286,C3-003RV,Cra. 76 con Cll 26A,Cra. 76 con Cll 26A,C3-003RV Belén - Rodeo Verde - Belén,505,C3-003RV Belén - Rodeo Verde
-8415287.64926729,695038.024153866,C3-003RV,Integracion Parque de Belén  Cll 30 con Cra 76,Integracion Parque de Belén  Cll 30 con Cra 76,C3-003RV Belén - Rodeo Verde - Belén,506,C3-003RV Belén - Rodeo Verde
-8415287.64926729,695038.024153866,C3-003RV,Integracion Parque de Belén  Cll 30 con Cra 76,Integracion Parque de Belén  Cll 30 con Cra 76,C3-003RV Belén - Rodeo Verde - Belén,507,C3-003RV Belén - Rodeo Verde
-8415363.34215559,694693.721353617,C3-003RV,Cra. 76 con Cll 26A,Cra. 76 con Cll 26A,C3-003RV Belén - Rodeo Verde - Belén,508,C3-003RV Belén - Rodeo Verde
-8415447.71540522,694345.906375427,C3-003RV,Cra. 76 con Cll. 20A,Cra. 76 con Cll. 20A,C3-003RV Belén - Rodeo Verde - Belén,509,C3-003RV Belén - Rodeo Verde
-8415486.59780511,694186.501436524,C3-003RV,Cra. 76 con Cll. 18A,Cra. 76 con Cll. 18A,C3-003RV Belén - Rodeo Verde - Belén,510,C3-003RV Belén - Rodeo Verde
-8415561.90920036,693929.58791744,C3-003RV,Cra. 76 con Cll. 12,Cra. 76 con Cll. 12,C3-003RV Belén - Rodeo Verde - Belén,511,C3-003RV Belén - Rodeo Verde
-8415635.54767144,693584.541971818,C3-003RV,"Dg 75 B con Cll 8	","Dg 75 B con Cll 8	",C3-003RV Belén - Rodeo Verde - Belén,512,C3-003RV Belén - Rodeo Verde
-8415567.25910917,693453.878621284,C3-003RV,Dg 75 B # 6 - 105,Dg 75 B # 6 - 105,C3-003RV Belén - Rodeo Verde - Belén,513,C3-003RV Belén - Rodeo Verde
-8415618.09336898,693168.790000577,C3-003RV,Dg 75D con TV 4,Dg 75D con TV 4,C3-003RV Belén - Rodeo Verde - Belén,514,C3-003RV Belén - Rodeo Verde
-8415608.95880351,693013.59013433,C3-003RV,Diagonal 75D con Cll 2B,Diagonal 75D con Cll 2B,C3-003RV Belén - Rodeo Verde - Belén,515,C3-003RV Belén - Rodeo Verde
-8415581.13269437,692924.631624766,C3-003RV,Dg 75D con Cll 1,Dg 75D con Cll 1,C3-003RV Belén - Rodeo Verde - Belén,516,C3-003RV Belén - Rodeo Verde
-8415655.67051542,692754.608306035,C3-003RV,Cll 1 con Cra 75D,Cll 1 con Cra 75D,C3-003RV Belén - Rodeo Verde - Belén,517,C3-003RV Belén - Rodeo Verde
-8415794.368302,692738.770799968,C3-003RV,Calle 1 con Cra 77A,Calle 1 con Cra 77A,C3-003RV Belén - Rodeo Verde - Belén,518,C3-003RV Belén - Rodeo Verde
-8415921.94185241,692697.820373762,C3-003RV,Cra. 79 con Cll. 1 Sur,Cra. 79 con Cll. 1 Sur,C3-003RV Belén - Rodeo Verde - Belén,519,C3-003RV Belén - Rodeo Verde
-8415913.9226894,692525.323785916,C3-003RV,Cra. 79 con Cll. 2A Sur,Cra. 79 con Cll. 2A Sur,C3-003RV Belén - Rodeo Verde - Belén,520,C3-003RV Belén - Rodeo Verde
-8415800.52141189,692336.903738052,C3-003RV,Cra 79 con Cll 3AAsur,Cra 79 con Cll 3AAsur,C3-003RV Belén - Rodeo Verde - Belén,521,C3-003RV Belén - Rodeo Verde
-8415747.29006754,692098.288291831,C3-003RV,Cra. 79 con Cll 4A Sur,Cra. 79 con Cll 4A Sur,C3-003RV Belén - Rodeo Verde - Belén,522,C3-003RV Belén - Rodeo Verde
-8415965.68227432,692072.17375005,C3-003RV,Cll 6Sur # 79-160,Cll 6Sur # 79-160,C3-003RV Belén - Rodeo Verde - Belén,523,C3-003RV Belén - Rodeo Verde
-8415956.34921982,691960.589838665,C3-003RV,Cra 79C con Cll 6sur,Cra 79C con Cll 6sur,C3-003RV Belén - Rodeo Verde - Belén,524,C3-003RV Belén - Rodeo Verde
-8415854.75924499,691856.30894582,C3-003RV,Cra 79C con Cll 9 Sur,Cra 79C con Cll 9 Sur,C3-003RV Belén - Rodeo Verde - Belén,525,C3-003RV Belén - Rodeo Verde
-8415758.2208241,691827.6288146,C3-003RV,Cll. 9 Sur con Cra 79A,Cll. 9 Sur con Cra 79A,C3-003RV Belén - Rodeo Verde - Belén,526,C3-003RV Belén - Rodeo Verde
-8415735.83553577,691726.83546304,C3-003RV,Cll. 9B Sur # 79A - 101,Cll. 9B Sur # 79A - 101,C3-003RV Belén - Rodeo Verde - Belén,527,C3-003RV Belén - Rodeo Verde
-8415794.57871257,691713.193307899,C3-003RV,Cll. 9B Sur # 79A - 121,Cll. 9B Sur # 79A - 121,C3-003RV Belén - Rodeo Verde - Belén,528,C3-003RV Belén - Rodeo Verde
-8420221.48866027,695272.697567143,C3-005,Cra 138 con Cll 31,Cra 138 con Cll 31,C3-005 Universidad de Medellín,529,C3-005 Belén Aguas Frías - UDM
-8420173.58862501,695030.868528031,C3-005,Cll 30 con Cra 136 - 110,Cll 30 con Cra 136 - 110,C3-005 Universidad de Medellín,530,C3-005 Belén Aguas Frías - UDM
-8420069.94718054,695074.312181193,C3-005,Cll 30 con Cra 136,Cll 30 con Cra 136,C3-005 Universidad de Medellín,531,C3-005 Belén Aguas Frías - UDM
-8419682.92126459,695116.551389437,C3-005,Cll 30 # 112-334,Cll 30 # 112-334,C3-005 Universidad de Medellín,532,C3-005 Belén Aguas Frías - UDM
-8419396.23298169,695121.784582451,C3-005,Cll 30 # 112-60,Cll 30 # 112-60,C3-005 Universidad de Medellín,533,C3-005 Belén Aguas Frías - UDM
-8419150.08878744,695100.612314291,C3-005,Cll 30 con Cra 111,Cll 30 con Cra 111,C3-005 Universidad de Medellín,534,C3-005 Belén Aguas Frías - UDM
-8419005.73938747,695229.690542128,C3-005,Cll 31 con Cra 110,Cll 31 con Cra 110,C3-005 Universidad de Medellín,535,C3-005 Belén Aguas Frías - UDM
-8418924.31815146,695243.580249391,C3-005,Calle 31 con Cra 109,Calle 31 con Cra 109,C3-005 Universidad de Medellín,536,C3-005 Belén Aguas Frías - UDM
-8418604.2318765,695353.36262241,C3-005,Cll. 31 con Cra 107,Cll. 31 con Cra 107,C3-005 Universidad de Medellín,537,C3-005 Belén Aguas Frías - UDM
-8418458.84724023,695396.179112092,C3-005,Cra.106  con Cll 31,Cra.106  con Cll 31,C3-005 Universidad de Medellín,538,C3-005 Belén Aguas Frías - UDM
-8418293.36873471,695504.911977261,C3-005,Cll. 31B con Cra. 104,Cll. 31B con Cra. 104,C3-005 Universidad de Medellín,539,C3-005 Belén Aguas Frías - UDM
-8418168.5277006,695556.929063294,C3-005,Cll 31B con Cra 102A,Cll 31B con Cra 102A,C3-005 Universidad de Medellín,540,C3-005 Belén Aguas Frías - UDM
-8417869.36541326,695542.684154648,C3-005,Cll. 31B con Cra.100,Cll. 31B con Cra.100,C3-005 Universidad de Medellín,541,C3-005 Belén Aguas Frías - UDM
-8417533.89522494,695406.288771573,C3-005,Cll. 31B con Cra. 89E,Cll. 31B con Cra. 89E,C3-005 Universidad de Medellín,542,C3-005 Belén Aguas Frías - UDM
-8417258.3574335,695350.529759709,C3-005,Cll. 31B con Cra. 89A,Cll. 31B con Cra. 89A,C3-005 Universidad de Medellín,543,C3-005 Belén Aguas Frías - UDM
-8417016.3068056,695457.031424973,C3-005,Cra. 88 con Cll 32,Cra. 88 con Cll 32,C3-005 Universidad de Medellín,544,C3-005 Belén Aguas Frías - UDM
-8416817.61708426,695396.649909761,C3-005,Cll. 32 con Cra. 86,Cll. 32 con Cra. 86,C3-005 Universidad de Medellín,545,C3-005 Belén Aguas Frías - UDM
-8416668.45845971,695494.565427963,C3-005,Cll. 32A con Cra. 85,Cll. 32A con Cra. 85,C3-005 Universidad de Medellín,546,C3-005 Belén Aguas Frías - UDM
-8416582.13302588,695439.985413674,C3-005,Cra 84 Cll 32,Cra 84 Cll 32,C3-005 Universidad de Medellín,547,C3-005 Belén Aguas Frías - UDM
-8416602.93759926,695144.829151601,C3-005,Cra 84 Cll 30A,Cra 84 Cll 30A,C3-005 Universidad de Medellín,548,C3-005 Belén Aguas Frías - UDM
-8416843.42596191,694951.862308435,C3-005,Cra 87 con Cll 29A,Cra 87 con Cll 29A,C3-005 Universidad de Medellín - Colegio Mariana Orth,549,C3-005 Belén Aguas Frías - UDM
-8416835.88977984,695105.108329616,C3-005,Cra 87 con Cll  30A Integración UDM,Cra 87 con Cll  30A Integración UDM,C3-005 Aguas Frías,550,C3-005 Belén Aguas Frías - UDM
-8416658.85183965,695497.58322145,C3-005,Cll. 32A con Cra. 85,Cll. 32A con Cra. 85,C3-005 Aguas Frías,551,C3-005 Belén Aguas Frías - UDM
-8416829.66543525,695410.495819557,C3-005,Cll. 32 con Cra. 86,Cll. 32 con Cra. 86,C3-005 Aguas Frías,552,C3-005 Belén Aguas Frías - UDM
-8417056.33732393,695453.229832686,C3-005,Cra. 88 con Cll 31CC,Cra. 88 con Cll 31CC,C3-005 Aguas Frías,553,C3-005 Belén Aguas Frías - UDM
-8417262.37140805,695394.129780684,C3-005,Cll. 31C con Cra. 89B,Cll. 31C con Cra. 89B,C3-005 Aguas Frías,554,C3-005 Belén Aguas Frías - UDM
-8417500.95497064,695403.396106631,C3-005,Cll. 31B con Cra. 89DD,Cll. 31B con Cra. 89DD,C3-005 Aguas Frías,555,C3-005 Belén Aguas Frías - UDM
-8417863.78874543,695546.708525948,C3-005,Cll. 31B con Cra.100,Cll. 31B con Cra.100,C3-005 Aguas Frías,556,C3-005 Belén Aguas Frías - UDM
-8418111.44239076,695559.113983072,C3-005,Cll 31B con Cra 102,Cll 31B con Cra 102,C3-005 Aguas Frías,557,C3-005 Belén Aguas Frías - UDM
-8418309.88204509,695507.137891136,C3-005,Cll. 31B con Cra. 104,Cll. 31B con Cra. 104,C3-005 Aguas Frías,558,C3-005 Belén Aguas Frías - UDM
-8418503.39162224,695372.655990254,C3-005,Cll. 31 con Cra.106,Cll. 31 con Cra.106,C3-005 Aguas Frías,559,C3-005 Belén Aguas Frías - UDM
-8418613.86990003,695348.185218681,C3-005,Cll. 31 con Cra 107,Cll. 31 con Cra 107,C3-005 Aguas Frías,560,C3-005 Belén Aguas Frías - UDM
-8419008.90052593,695234.302617118,C3-005,Cll 31 con Cra 110,Cll 31 con Cra 110,C3-005 Aguas Frías,561,C3-005 Belén Aguas Frías - UDM
-8419155.24899488,695099.62334409,C3-005,Cll 30 con Cra 111,Cll 30 con Cra 111,C3-005 Aguas Frías,562,C3-005 Belén Aguas Frías - UDM
-8419376.84285402,695131.138259254,C3-005,Cll 30 # 112-34,Cll 30 # 112-34,C3-005 Aguas Frías,563,C3-005 Belén Aguas Frías - UDM
-8419688.54924857,695119.648849066,C3-005,Cll 30 # 112-334,Cll 30 # 112-334,C3-005 Aguas Frías,564,C3-005 Belén Aguas Frías - UDM
-8420059.14150482,695080.776446529,C3-005,Cll 30 con Cra 136,Cll 30 con Cra 136,C3-005 Aguas Frías,565,C3-005 Belén Aguas Frías - UDM
-8420172.87820406,695036.730412375,C3-005,Cll 30 con Cra 136 - 110,Cll 30 con Cra 136 - 110,C3-005 Aguas Frías,566,C3-005 Belén Aguas Frías - UDM
-8420221.48866027,695272.697567143,C3-005,Cra 138 con Cll 31,Cra 138 con Cll 31,C3-005 Aguas Frías,567,C3-005 Belén Aguas Frías - UDM
-8419484.97119708,695108.44201887,C3-005,Cll 30 # 112-128,Cll 30 # 112-128,C3-005 Universidad de Medellín,568,C3-005 Belén Aguas Frías - UDM
-8419485.99211357,695111.334371194,C3-005,Cll 30 # 112-128,Cll 30 # 112-128,C3-005 Aguas Frías,569,C3-005 Belén Aguas Frías - UDM
-8418762.60675544,695273.827839952,C3-005,Cll31 # 107A-140,Cll31 # 107A-140,C3-005 Aguas Frías,570,C3-005 Belén Aguas Frías - UDM
-8418761.11824732,695271.183804534,C3-005,Cll31 # 107A-140,Cll31 # 107A-140,C3-005 Universidad de Medellín,571,C3-005 Belén Aguas Frías - UDM
-8416598.35119401,695316.959750876,C3-005,Cra 84 con Cll 31,Cra 84 con Cll 31,C3-005 Aguas Frías,572,C3-005 Belén Aguas Frías - UDM
-8420230.07377382,695268.284442913,C3-005,Cra 138 con Cll 31,Cra 138 con Cll 31,C3-005 Colegio Mariana Orth - Universidad de Medellín,573,C3-005 Belén Aguas Frías - UDM
-8420173.58862501,695030.868528031,C3-005,Cll 30 con Cra 136 - 110,Cll 30 con Cra 136 - 110,C3-005 Colegio Mariana Orth - Universidad de Medellín,574,C3-005 Belén Aguas Frías - UDM
-8420069.94718054,695074.312181193,C3-005,Cll 30 con Cra 136,Cll 30 con Cra 136,C3-005 Colegio Mariana Orth - Universidad de Medellín,575,C3-005 Belén Aguas Frías - UDM
-8419682.92126459,695116.551389437,C3-005,Cll 30 # 112-334,Cll 30 # 112-334,C3-005 Colegio Mariana Orth - Universidad de Medellín,576,C3-005 Belén Aguas Frías - UDM
-8419396.23298169,695121.784582451,C3-005,Cll 30 # 112-60,Cll 30 # 112-60,C3-005 Colegio Mariana Orth - Universidad de Medellín,577,C3-005 Belén Aguas Frías - UDM
-8419150.08878744,695100.612314291,C3-005,Cll 30 con Cra 111,Cll 30 con Cra 111,C3-005 Colegio Mariana Orth - Universidad de Medellín,578,C3-005 Belén Aguas Frías - UDM
-8419005.73938747,695229.690542128,C3-005,Cll 31 con Cra 110,Cll 31 con Cra 110,C3-005 Colegio Mariana Orth - Universidad de Medellín,579,C3-005 Belén Aguas Frías - UDM
-8418924.31815146,695243.580249391,C3-005,Calle 31 con Cra 109,Calle 31 con Cra 109,C3-005 Colegio Mariana Orth - Universidad de Medellín,580,C3-005 Belén Aguas Frías - UDM
-8418604.2318765,695353.36262241,C3-005,Cll. 31 con Cra 107,Cll. 31 con Cra 107,C3-005 Colegio Mariana Orth - Universidad de Medellín,581,C3-005 Belén Aguas Frías - UDM
-8418458.84724023,695396.179112092,C3-005,Cra.106  con Cll 31,Cra.106  con Cll 31,C3-005 Colegio Mariana Orth - Universidad de Medellín,582,C3-005 Belén Aguas Frías - UDM
-8418293.36873471,695504.911977261,C3-005,Cll. 31B con Cra. 104,Cll. 31B con Cra. 104,C3-005 Colegio Mariana Orth - Universidad de Medellín,583,C3-005 Belén Aguas Frías - UDM
-8418168.5277006,695556.929063294,C3-005,Cll 31B con Cra 102A,Cll 31B con Cra 102A,C3-005 Colegio Mariana Orth - Universidad de Medellín,584,C3-005 Belén Aguas Frías - UDM
-8417869.36541326,695542.684154648,C3-005,Cll. 31B con Cra.100,Cll. 31B con Cra.100,C3-005 Colegio Mariana Orth - Universidad de Medellín,585,C3-005 Belén Aguas Frías - UDM
-8417533.89522494,695406.288771573,C3-005,Cll. 31B con Cra. 89E,Cll. 31B con Cra. 89E,C3-005 Colegio Mariana Orth - Universidad de Medellín,586,C3-005 Belén Aguas Frías - UDM
-8417258.3574335,695350.529759709,C3-005,Cll. 31B con Cra. 89A,Cll. 31B con Cra. 89A,C3-005 Colegio Mariana Orth - Universidad de Medellín,587,C3-005 Belén Aguas Frías - UDM
-8417016.3068056,695457.031424973,C3-005,Cra. 88 con Cll 32,Cra. 88 con Cll 32,C3-005 Colegio Mariana Orth - Universidad de Medellín,588,C3-005 Belén Aguas Frías - UDM
-8416817.61708426,695396.649909761,C3-005,Cll. 32 con Cra. 86,Cll. 32 con Cra. 86,C3-005 Colegio Mariana Orth - Universidad de Medellín,589,C3-005 Belén Aguas Frías - UDM
-8416668.45845971,695494.565427963,C3-005,Cll. 32A con Cra. 85,Cll. 32A con Cra. 85,C3-005 Colegio Mariana Orth - Universidad de Medellín,590,C3-005 Belén Aguas Frías - UDM
-8416582.13302588,695439.985413674,C3-005,Cra 84 Cll 32,Cra 84 Cll 32,C3-005 Colegio Mariana Orth - Universidad de Medellín,591,C3-005 Belén Aguas Frías - UDM
-8416602.93759926,695144.829151601,C3-005,Cra 84 Cll 30A,Cra 84 Cll 30A,C3-005 Colegio Mariana Orth - Universidad de Medellín,592,C3-005 Belén Aguas Frías - UDM
-8416835.88977984,695105.108329616,C3-005,Cra 87 con Cll  30A Integración UDM,Cra 87 con Cll  30A Integración UDM,C3-005 Universidad de Medellín - Colegio Mariana Orth,593,C3-005 Belén Aguas Frías - UDM
-8416658.85183965,695497.58322145,C3-005,Cll. 32A con Cra. 85,Cll. 32A con Cra. 85,C3-005 Universidad de Medellín - Colegio Mariana Orth,594,C3-005 Belén Aguas Frías - UDM
-8416829.66543525,695410.495819557,C3-005,Cll. 32 con Cra. 86,Cll. 32 con Cra. 86,C3-005 Universidad de Medellín - Colegio Mariana Orth,595,C3-005 Belén Aguas Frías - UDM
-8417056.33732393,695453.229832686,C3-005,Cra. 88 con Cll 31CC,Cra. 88 con Cll 31CC,C3-005 Universidad de Medellín - Colegio Mariana Orth,596,C3-005 Belén Aguas Frías - UDM
-8417262.37140805,695394.129780684,C3-005,Cll. 31C con Cra. 89B,Cll. 31C con Cra. 89B,C3-005 Universidad de Medellín - Colegio Mariana Orth,597,C3-005 Belén Aguas Frías - UDM
-8417500.95497064,695403.396106631,C3-005,Cll. 31B con Cra. 89DD,Cll. 31B con Cra. 89DD,C3-005 Universidad de Medellín - Colegio Mariana Orth,598,C3-005 Belén Aguas Frías - UDM
-8417863.78874543,695546.708525948,C3-005,Cll. 31B con Cra.100,Cll. 31B con Cra.100,C3-005 Universidad de Medellín - Colegio Mariana Orth,599,C3-005 Belén Aguas Frías - UDM
-8418111.44239076,695559.113983072,C3-005,Cll 31B con Cra 102,Cll 31B con Cra 102,C3-005 Universidad de Medellín - Colegio Mariana Orth,600,C3-005 Belén Aguas Frías - UDM
-8418309.88204509,695507.137891136,C3-005,Cll. 31B con Cra. 104,Cll. 31B con Cra. 104,C3-005 Universidad de Medellín - Colegio Mariana Orth,601,C3-005 Belén Aguas Frías - UDM
-8418503.39162224,695372.655990254,C3-005,Cll. 31 con Cra.106,Cll. 31 con Cra.106,C3-005 Universidad de Medellín - Colegio Mariana Orth,602,C3-005 Belén Aguas Frías - UDM
-8418613.86990003,695348.185218681,C3-005,Cll. 31 con Cra 107,Cll. 31 con Cra 107,C3-005 Universidad de Medellín - Colegio Mariana Orth,603,C3-005 Belén Aguas Frías - UDM
-8419008.90052593,695234.302617118,C3-005,Cll 31 con Cra 110,Cll 31 con Cra 110,C3-005 Universidad de Medellín - Colegio Mariana Orth,604,C3-005 Belén Aguas Frías - UDM
-8419155.24899488,695099.62334409,C3-005,Cll 30 con Cra 111,Cll 30 con Cra 111,C3-005 Universidad de Medellín - Colegio Mariana Orth,605,C3-005 Belén Aguas Frías - UDM
-8419376.84285402,695131.138259254,C3-005,Cll 30 # 112-34,Cll 30 # 112-34,C3-005 Universidad de Medellín - Colegio Mariana Orth,606,C3-005 Belén Aguas Frías - UDM
-8419688.54924857,695119.648849066,C3-005,Cll 30 # 112-334,Cll 30 # 112-334,C3-005 Universidad de Medellín - Colegio Mariana Orth,607,C3-005 Belén Aguas Frías - UDM
-8420059.14150482,695080.776446529,C3-005,Cll 30 con Cra 136,Cll 30 con Cra 136,C3-005 Universidad de Medellín - Colegio Mariana Orth,608,C3-005 Belén Aguas Frías - UDM
-8420172.87820406,695036.730412375,C3-005,Cll 30 con Cra 136 - 110,Cll 30 con Cra 136 - 110,C3-005 Universidad de Medellín - Colegio Mariana Orth,609,C3-005 Belén Aguas Frías - UDM
-8420221.48866027,695272.697567143,C3-005,Cra 138 con Cll 31,Cra 138 con Cll 31,C3-005 Universidad de Medellín - Colegio Mariana Orth,610,C3-005 Belén Aguas Frías - UDM
-8419484.97119708,695108.44201887,C3-005,Cll 30 # 112-128,Cll 30 # 112-128,C3-005 Colegio Mariana Orth - Universidad de Medellín,611,C3-005 Belén Aguas Frías - UDM
-8419485.99211357,695111.334371194,C3-005,Cll 30 # 112-128,Cll 30 # 112-128,C3-005 Universidad de Medellín - Colegio Mariana Orth,612,C3-005 Belén Aguas Frías - UDM
-8418762.60675544,695273.827839952,C3-005,Cll31 # 107A-140,Cll31 # 107A-140,C3-005 Universidad de Medellín - Colegio Mariana Orth,613,C3-005 Belén Aguas Frías - UDM
-8418761.11824732,695271.183804534,C3-005,Cll31 # 107A-140,Cll31 # 107A-140,C3-005 Colegio Mariana Orth - Universidad de Medellín,614,C3-005 Belén Aguas Frías - UDM
-8416598.35119401,695316.959750876,C3-005,Cra 84 con Cll 31,Cra 84 con Cll 31,C3-005 Universidad de Medellín - Colegio Mariana Orth,615,C3-005 Belén Aguas Frías - UDM
-8420775.38674409,695073.281746544,C3-005,Cll 30A con Cra 145,Cll 30A con Cra 145,C3-005 Colegio Mariana Orth - Universidad de Medellín,616,C3-005 Belén Aguas Frías - UDM
-8420775.38674409,695073.281746544,C3-005,Cll 30A con Cra 145,Cll 30A con Cra 145,C3-005 Universidad de Medellín - Colegio Mariana Orth,617,C3-005 Belén Aguas Frías - UDM
-8417049.22848292,695226.819944166,C3-006,Cra. 87C con Cll. 31B,Cra. 87C con Cll. 31B,C3-006 Las Violetas Morro - UDM - Villa Café,618,C3-006 Violetas - UDM - Villa Café
-8417139.63832863,695206.211214963,C3-006,Cll. 31 con  Cra. 87C,Cll. 31 con  Cra. 87C,C3-006 Las Violetas Morro - UDM - Villa Café,619,C3-006 Violetas - UDM - Villa Café
-8417188.19613756,695311.148635861,C3-006,Cra. 89 con Cll. 31,Cra. 89 con Cll. 31,C3-006 Las Violetas Morro - UDM - Villa Café,620,C3-006 Violetas - UDM - Villa Café
-8417262.37140805,695394.129780684,C3-006,Cll. 31C con Cra. 89B Iglesia las Violetas,Cll. 31C con Cra. 89B Iglesia las Violetas,C3-006 Las Violetas Morro - UDM - Villa Café,621,C3-006 Violetas - UDM - Villa Café
-8417355.96632902,695391.783055726,C3-006,Cll. 31B con Cra. 89C,Cll. 31B con Cra. 89C,C3-006 Las Violetas Morro - UDM - Villa Café,622,C3-006 Violetas - UDM - Villa Café
-8417283.92633764,695349.726909939,C3-006,Cra 89B Cll 31A,Cra 89B Cll 31A,C3-006 Las Violetas Morro - UDM - Villa Café,623,C3-006 Violetas - UDM - Villa Café
-8417310.91771957,695195.212277398,C3-006,Cra. 89B con Cll. 30C,Cra. 89B con Cll. 30C,C3-006 Las Violetas Morro - UDM - Villa Café,624,C3-006 Violetas - UDM - Villa Café
-8417239.52874457,695153.346724704,C3-006,Cll. 30C 89-19,Cll. 30C 89-19,C3-006 Las Violetas Morro - UDM - Villa Café,625,C3-006 Violetas - UDM - Villa Café
-8417276.32995491,695081.843790341,C3-006,Cra. 89 # 30A-01,Cra. 89 # 30A-01,C3-006 Las Violetas Morro - UDM - Villa Café,626,C3-006 Violetas - UDM - Villa Café
-8417392.34145592,695064.707450718,C3-006,Cll. 30 # 88B-225 Alto El Morro,Cll. 30 # 88B-225 Alto El Morro,C3-006 Las Violetas Morro - UDM - Villa Café,627,C3-006 Violetas - UDM - Villa Café
-8417273.93005067,695013.755648173,C3-006,Cll. 30 # 88B-66,Cll. 30 # 88B-66,C3-006 Las Violetas Morro - UDM - Villa Café,628,C3-006 Violetas - UDM - Villa Café
-8417254.06302885,695066.446844131,C3-006,Cll. 30A # 88B-38,Cll. 30A # 88B-38,C3-006 Las Violetas Morro - UDM - Villa Café,629,C3-006 Violetas - UDM - Villa Café
-8417204.36385291,695139.18267186,C3-006,Cll 30 con Cra 89,Cll 30 con Cra 89,C3-006 Las Violetas Morro - UDM - Villa Café,630,C3-006 Violetas - UDM - Villa Café
-8417156.50916385,695194.357544009,C3-006,Cra 88 con Cll 31,Cra 88 con Cll 31,C3-006 Las Violetas Morro - UDM - Villa Café,631,C3-006 Violetas - UDM - Villa Café
-8417048.95746291,695216.723795235,C3-006,Cra. 87C con Cll. 31B,Cra. 87C con Cll. 31B,C3-006 Las Violetas Morro - UDM - Villa Café,632,C3-006 Violetas - UDM - Villa Café
